Date,Open,High,Low,Close,Adj Close,Volume
2018-05-01,0.779302,0.785546,0.766530,0.775609,0.775609,0
2018-06-01,0.772547,0.777430,0.747613,0.754421,0.754421,0
2018-07-01,0.760630,0.769645,0.752508,0.767577,0.767577,0
2018-08-01,0.768155,0.775771,0.759094,0.770066,0.770066,0
2018-09-01,0.770054,0.776138,0.756132,0.774293,0.774293,0
2018-10-01,0.778774,0.782050,0.760098,0.762544,0.762544,0
2018-11-01,0.759965,0.766460,0.748581,0.753296,0.753296,0
2018-12-01,0.753330,0.759907,0.728438,0.734107,0.734107,0
2019-01-01,0.746586,0.762195,0.732086,0.760977,0.760977,0
2019-02-01,0.761818,0.765228,0.749670,0.760746,0.760746,0
2019-03-01,0.759567,0.761731,0.742705,0.749232,0.749232,0
2019-04-01,0.749176,0.753296,0.739853,0.743235,0.743235,0
2019-05-01,0.746820,0.747664,0.737338,0.739377,0.739377,0
2019-06-01,0.739022,0.765503,0.737338,0.763691,0.763691,0
2019-07-01,0.763913,0.768285,0.757742,0.760595,0.760595,0
2019-08-01,0.757857,0.758864,0.748503,0.752955,0.752955,0
2019-09-01,0.752848,0.761325,0.747345,0.759365,0.759365,0
2019-10-01,0.751710,0.766754,0.749406,0.759567,0.759567,0
2019-11-01,0.759423,0.762544,0.750503,0.753500,0.753500,0
2019-12-01,0.753443,0.772016,0.750728,0.765662,0.765662,0
2020-01-01,0.769112,0.774036,0.755059,0.756928,0.756928,0
2020-02-01,0.755647,0.756945,0.742843,0.748587,0.748587,0
2020-03-01,0.748587,0.751038,0.681826,0.705283,0.705283,0
2020-04-01,0.710369,0.721912,0.699795,0.720757,0.720757,0
2020-05-01,0.716753,0.729070,0.701213,0.727289,0.727289,0
2020-06-01,0.725737,0.748447,0.725663,0.732247,0.732247,0
2020-07-01,0.736681,0.750131,0.732853,0.745556,0.745556,0
2020-08-01,0.745762,0.767743,0.743472,0.764508,0.764508,0
2020-09-01,0.767077,0.769586,0.745151,0.747172,0.747172,0
2020-10-01,0.751597,0.764468,0.746876,0.751016,0.751016,0
2020-11-01,0.751117,0.774407,0.748156,0.770262,0.770262,0
2020-12-01,0.769776,0.787997,0.769776,0.784271,0.784271,0
2021-01-01,0.809723,0.809723,0.776379,0.782718,0.782718,0
2021-02-01,0.781232,0.802040,0.777115,0.785009,0.785009,0
2021-03-01,0.787612,0.808702,0.785367,0.792343,0.792343,0
2021-04-01,0.795988,0.815262,0.790639,0.814584,0.814584,0
2021-05-01,0.814021,0.832411,0.809894,0.827965,0.827965,0
2021-06-01,0.829236,0.832778,0.800974,0.806699,0.806699,0
